ProfileCreationDate,NoofLogin,ProfileViews,InterestSent,PlanPurchase,SalesTeamCallMade,FirstPlanPurchase,Gender,Age,City,Income,Education,Occupation,profilecreatedBy,maritalStatus,Height
2023-09-30,0,193,38,2,4,2023-12-26,Male,31,Kolkata,INR 6 Lacs - 8 Lacs,M.Tech,Salaried - Private,Self,Never Married,5.05
2023-10-01,0,257,76,2,0,2023-11-14,Male,50,Dankuni,INR 6 Lacs - 8 Lacs,MBA,Salaried - Private,Parent,Widow / Widower,5.1
2023-10-02,0,335,44,2,0,2023-10-14,Female,29,Mumbai,INR 30 Lacs - 40 Lacs,M.Tech,Salaried - Private,Parent,Never Married,5.05
2023-10-03,0,234,39,2,0,2023-10-04,Male,31,Durgapur,INR 20 Lacs - 30 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.07
2023-10-04,0,989,28,2,0,2023-10-05,Male,30,Nabadwip,INR 10 Lacs - 12 Lacs,Diploma,Business/Self Employed,Parent,Never Married,5.1
2023-10-04,0,2463,3,2,0,2023-10-04,Male,36,North 24 Parganas,INR 4 Lacs - 6 Lacs,B.Com,Salaried - Private,Parent,Never Married,5.05
2023-10-04,0,245,0,2,3,2023-10-04,Female,29,Kolkata,Upto INR 2 Lacs,M.Sc,Student,Parent,Never Married,5.05
2023-10-04,0,446,4,2,2,2023-11-07,Male,27,Delhi,INR 30 Lacs - 40 Lacs,Other Bachelors Degree in Management,Business/Self Employed,Parent,Never Married,5.07
2023-10-05,0,413,116,2,6,2023-10-29,Female,32,Kolkata,INR 6 Lacs - 8 Lacs,M.Com,Salaried - Government/PSU,Self,Never Married,5.02
2023-10-05,0,2679,293,2,1,2023-10-06,Male,42,Ichhapur,INR 30 Lacs - 40 Lacs,B.Tech,Salaried - Private,Parent,Divorced,5.07
2023-10-05,0,891,28,2,3,2023-11-18,Male,33,Kolkata,INR 12 Lacs - 15 Lacs,MS,Medical Field,Parent,Never Married,5.07
2023-10-07,0,2100,172,2,0,2023-11-17,Male,30,Howrah,INR 18 Lacs - 20 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.06
2023-10-09,0,989,58,2,4,2023-10-11,Male,46,Kolkata,INR 2 Lacs - 4 Lacs,M.Sc. IT/Computer Science,Salaried - Private,Self,Divorced,5.05
2023-10-11,0,1000,20,2,1,2023-11-19,Female,31,Durgapur,INR 10 Lacs - 12 Lacs,MBA,Salaried - Private,Parent,Never Married,5.04
2023-10-11,0,4489,70,2,3,2023-11-07,Male,33,Barasat,INR 10 Lacs - 12 Lacs,Ph.D.,Salaried - Private,Parent,Never Married,5.09
2023-10-13,0,154,1,2,5,2023-10-20,Male,33,Pandua,INR 2 Lacs - 4 Lacs,Trade School,Business/Self Employed,Self,Never Married,5.02
2023-10-13,0,1515,9,2,0,2023-10-13,Female,25,Kolkata,INR 6 Lacs - 8 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.02
2023-10-14,1,319,11,2,0,2023-10-24,Male,38,Kolkata,INR 18 Lacs - 20 Lacs,M.Sc,Salaried - Government/PSU,Self,Divorced,5.11
2023-10-16,0,1067,41,2,0,2023-10-26,Male,37,Kolkata,INR 6 Lacs - 8 Lacs,B.Com,Business/Self Employed,Parent,Never Married,6.0
2023-10-18,0,1102,26,2,1,2023-10-21,Male,28,Kolkata,INR 15 Lacs - 18 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.11
2023-10-18,0,1017,39,2,0,2023-10-24,Male,29,Bengaluru,INR 15 Lacs - 18 Lacs,B.Tech,Salaried - Private,Parent,Never Married,6.01
2023-10-19,0,2531,339,2,2,2023-11-23,Male,32,Chinsurah,INR 4 Lacs - 6 Lacs,B.A,Business/Self Employed,Self,Never Married,5.07
2023-10-20,0,929,2,2,1,2023-10-20,Male,31,Bardhaman,INR 8 Lacs - 10 Lacs,MBA,Business/Self Employed,Parent,Never Married,5.09
2023-10-22,0,2046,750,2,0,2023-10-24,Male,39,Barasat,INR 8 Lacs - 10 Lacs,M.Tech,Salaried - Private,Self,Never Married,5.1
2023-10-22,0,754,20,2,6,2023-11-22,Female,29,Durgapur,INR 10 Lacs - 12 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.03
2023-10-23,0,570,40,2,1,2023-11-05,Male,37,Khardah,INR 6 Lacs - 8 Lacs,M.A,Salaried - Private,Self,Divorced,5.11
2023-10-25,0,4225,136,2,0,2023-10-26,Male,29,Chinsurah,INR 6 Lacs - 8 Lacs,MD,Medical Field,Parent,Never Married,5.07
2023-10-25,0,1060,65,2,1,2023-10-31,Female,28,Dubai,INR 4 Lacs - 6 Lacs,BHM (Hotel Management),Salaried - Private,Parent,Never Married,5.05
2023-10-26,0,317,51,2,1,2023-10-27,Male,31,Krishnapur,INR 10 Lacs - 12 Lacs,Other Masters Degree in Engineering/Computers,Salaried - Private,Parent,Never Married,5.07
2023-10-26,0,4120,563,2,0,2023-10-26,Male,44,Kolkata,INR 12 Lacs - 15 Lacs,B.Sc,Salaried - Government/PSU,Self,Divorced,5.06
2023-10-26,0,710,132,2,4,2023-11-15,Male,30,Dhakuria,INR 6 Lacs - 8 Lacs,B.Com,Business/Self Employed,Self,Never Married,6.0
2023-10-26,0,8006,429,2,6,2023-11-14,Male,54,Raiganj,INR 12 Lacs - 15 Lacs,B.Com,Civil Services/Defense,Self,Divorced,5.07
2023-10-27,0,379,6,2,4,2023-12-15,Male,36,South 24 Parganas,INR 6 Lacs - 8 Lacs,Trade School,Business/Self Employed,Self,Never Married,5.02
2023-10-27,0,66,0,2,8,2023-10-29,Male,44,Howrah,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Never Married,6.0
2023-10-30,0,920,8,2,0,2023-10-31,Female,30,Kolkata,INR 6 Lacs - 8 Lacs,MD,Salaried - Government/PSU,Parent,Never Married,5.05
2023-10-31,0,786,7,2,5,2023-11-03,Male,34,Birbhum,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.06
2023-10-31,0,395,16,2,0,2023-11-20,Male,38,Kolkata,INR 4 Lacs - 6 Lacs,B.Com (Hons.),Salaried - Private,Parent,Never Married,5.09
2023-11-01,0,792,67,2,0,2023-11-02,Male,33,Durgapur,INR 10 Lacs - 12 Lacs,Ph.D.,Salaried - Private,Parent,Never Married,5.06
2023-11-01,0,996,93,2,3,2023-11-13,Female,29,Gurgaon,INR 6 Lacs - 8 Lacs,M.A,Salaried - Private,Parent,Never Married,5.04
2023-11-01,0,3864,370,2,0,2023-11-01,Male,29,Kolkata,INR 61 Lacs - 70 Lacs,M.Tech,Salaried - Private,Parent,Never Married,5.05
2023-11-02,0,1720,40,2,7,2023-11-02,Male,30,Pune,INR 18 Lacs - 20 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.08
2023-11-02,0,2806,9,2,2,2023-11-07,Male,46,Howrah,INR 4 Lacs - 6 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.07
2023-11-04,0,845,31,2,4,2023-11-11,Male,54,Nadia,Upto INR 2 Lacs,High School,Salaried - Private,Parent,Widow / Widower,5.06
2023-11-05,0,708,20,2,0,2023-11-19,Male,32,Kolkata,INR 18 Lacs - 20 Lacs,MS,Medical Field,Self,Never Married,5.08
2023-11-05,0,5369,278,2,0,2023-11-07,Male,34,Bangalore Rural,INR 41 Lacs - 50 Lacs,M.Tech,Salaried - Private,Self,Never Married,5.1
2023-11-06,0,98,2,2,4,2024-01-08,Female,26,South Goa,INR 4 Lacs - 6 Lacs,BHM (Hotel Management),Salaried - Private,Parent,Never Married,4.09
2023-11-06,0,675,14,2,2,2023-11-06,Female,33,Kolkata,INR 12 Lacs - 15 Lacs,MD,Salaried - Government/PSU,Parent,Never Married,5.06
2023-11-06,0,3857,278,2,3,2023-11-09,Male,42,Garia,INR 6 Lacs - 8 Lacs,B.Com,Salaried - Private,Self,Never Married,5.06
2023-11-10,0,2110,3,2,1,2023-11-12,Male,31,Bengaluru,INR 6 Lacs - 8 Lacs,B.A (Hons.),Salaried - Private,Parent,Never Married,5.07
2023-11-10,0,922,16,2,1,2023-11-14,Male,36,Belgharia,INR 2 Lacs - 4 Lacs,BCA,Salaried - Government/PSU,Parent,Never Married,5.1
2023-11-10,0,653,75,2,0,2023-11-10,Male,30,Bengaluru,INR 18 Lacs - 20 Lacs,PGDM/PGDBM,Salaried - Private,Parent,Never Married,5.08
2023-11-12,0,1516,72,2,1,2023-11-12,Male,38,Bad Vilbel,"EU 100,000 and above",MS,Salaried - Private,Parent,Never Married,5.08
2023-11-13,0,77,112,2,2,2023-11-14,Male,38,Kolkata,INR 4 Lacs - 6 Lacs,B.A (Hons.),Civil Services/Defense,Self,Never Married,5.07
2023-11-14,0,710,181,2,0,2023-11-17,Male,31,Kolkata,INR 2 Lacs - 4 Lacs,B.Sc,Salaried - Private,Self,Never Married,5.08
2023-11-14,0,943,3827,2,2,2023-12-09,Male,36,Barasat,INR 10 Lacs - 12 Lacs,MBA,Salaried - Private,Parent,Never Married,5.07
2023-11-16,0,946,13,2,1,2023-11-18,Female,33,Vadodara,INR 10 Lacs - 12 Lacs,MDS,Salaried - Government/PSU,Parent,Never Married,5.04
2023-11-18,0,1082,99,2,4,2023-11-20,Male,38,North 24 Parganas,Upto INR 2 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.03
2023-11-18,0,4848,86,2,0,2023-11-20,Male,41,Bongaon,INR 6 Lacs - 8 Lacs,B.A,Salaried - Private,Sibling,Never Married,5.04
2023-11-19,0,1323,180,2,1,2023-11-19,Male,33,Bardhaman (Burdwan),INR 2 Lacs - 4 Lacs,M.A,Business/Self Employed,Parent,Never Married,5.07
2023-11-19,0,366,16,2,0,2023-11-21,Female,28,Gurugram,INR 18 Lacs - 20 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.06
2023-11-20,0,3008,29,2,0,2023-11-21,Male,35,Budge Budge,INR 4 Lacs - 6 Lacs,Higher Secondary School,Business/Self Employed,Sibling,Never Married,5.05
2023-11-20,0,971,24,2,3,2023-11-21,Female,32,Kolkata,Upto INR 2 Lacs,Ph.D.,Salaried - Private,Parent,Never Married,5.0
2023-11-20,0,926,18,2,2,2023-11-21,Female,32,Kolkata,INR 6 Lacs - 8 Lacs,M.Tech,Salaried - Government/PSU,Parent,Never Married,5.05
2023-11-22,0,497,2,2,2,2023-12-08,Male,33,Pune,INR 10 Lacs - 12 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.09
2023-11-23,0,1768,135,2,1,2023-12-30,Male,45,Taki,INR 6 Lacs - 8 Lacs,B.A,Salaried - Government/PSU,Self,Widow / Widower,5.06
2023-11-23,0,97,0,2,0,2023-11-23,Male,50,Bardhaman,INR 4 Lacs - 6 Lacs,B.Com,Salaried - Government/PSU,Parent,Never Married,5.07
2023-11-23,0,2754,7,2,0,2023-11-23,Male,27,North 24 Parganas,INR 12 Lacs - 15 Lacs,B.Tech,Salaried - Private,Parent,Never Married,6.01
2023-11-24,0,298,22,2,1,2024-01-23,Male,29,Kolkata,INR 4 Lacs - 6 Lacs,Diploma,Business/Self Employed,Self,Never Married,5.04
2023-11-25,0,438,31,2,1,2023-12-25,Male,34,Bishnupur,INR 4 Lacs - 6 Lacs,M.A,Salaried - Government/PSU,Self,Never Married,5.06
2023-11-25,0,514,37,2,0,2023-11-27,Female,28,Jhargram,INR 4 Lacs - 6 Lacs,B.A (Hons.),Salaried - Government/PSU,Parent,Never Married,5.03
2023-11-26,0,404,24,2,3,2023-12-02,Male,47,Baranagar,INR 15 Lacs - 18 Lacs,B.Tech,Salaried - Private,Self,Widow / Widower,5.09
2023-11-26,0,764,16,2,2,2023-12-05,Male,39,Howrah,INR 2 Lacs - 4 Lacs,Higher Secondary School,Business/Self Employed,Self,Never Married,5.06
2023-11-27,0,302,59,2,1,2023-11-28,Male,30,South 24 Parganas,INR 4 Lacs - 6 Lacs,B.A (Hons.),Business/Self Employed,Relative,Never Married,5.07
2023-11-27,0,1801,197,2,3,2023-12-04,Female,32,Haldia,INR 4 Lacs - 6 Lacs,M.A,Salaried - Government/PSU,Parent,Never Married,4.1
2023-11-27,0,830,32,2,0,2023-11-27,Male,36,Pune,INR 20 Lacs - 30 Lacs,ME,Salaried - Private,Parent,Never Married,5.09
2023-11-27,0,1271,15,2,2,2023-11-29,Male,40,Habra,INR 2 Lacs - 4 Lacs,B.Sc,Business/Self Employed,Relative,Never Married,5.03
2023-11-29,0,2723,66,2,0,2023-11-29,Male,34,Kolkata,INR 12 Lacs - 15 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.04
2023-11-29,0,207,208,2,1,2023-12-01,Male,35,Howrah,INR 8 Lacs - 10 Lacs,B.Ed,Business/Self Employed,Self,Never Married,5.08
2023-11-29,0,991,126,2,0,2023-12-06,Male,33,Rajpur Sonarpur,INR 6 Lacs - 8 Lacs,M.Com,Salaried - Government/PSU,Parent,Never Married,6.0
2023-11-30,0,670,42,2,2,2024-01-22,Male,42,North 24 Parganas,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.02
2023-12-01,0,542,41,2,1,2024-01-26,Male,47,Kalyani,INR 8 Lacs - 10 Lacs,B.Com,Business/Self Employed,Self,Never Married,5.06
2023-12-01,0,84,0,2,2,2024-02-05,Male,32,Purulia,INR 6 Lacs - 8 Lacs,B.A,Salaried - Government/PSU,Self,Never Married,6.02
2023-12-01,0,661,7,2,2,2023-12-05,Male,28,Hyderabad,INR 12 Lacs - 15 Lacs,M.Tech,Salaried - Private,Parent,Never Married,5.08
2023-12-01,0,1075,44,2,1,2024-02-06,Female,24,Kolkata,INR 6 Lacs - 8 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.05
2023-12-02,0,107,12,2,0,2023-12-07,Female,35,Chicago,"USD 100,000 and above",MS,Salaried - Private,Parent,Never Married,5.05
2023-12-02,0,348,16,2,1,2023-12-06,Male,32,Thane,INR 12 Lacs - 15 Lacs,PGDM/PGDBM,Salaried - Private,Self,Never Married,6.0
2023-12-02,0,1669,138,2,4,2023-12-04,Male,56,Howrah,INR 2 Lacs - 4 Lacs,B.Com,Professional,Self,Divorced,5.11
2023-12-04,0,1413,207,2,2,2023-12-05,Male,31,Hooghly,INR 2 Lacs - 4 Lacs,B.Com (Hons.),Salaried - Private,Self,Never Married,5.04
2023-12-04,0,743,22,2,0,2024-01-22,Male,31,Kolkata,INR 4 Lacs - 6 Lacs,BCA,Business/Self Employed,Self,Never Married,5.04
2023-12-05,0,44,0,2,3,2024-01-30,Male,29,Dum Dum,INR 6 Lacs - 8 Lacs,B.Com,Business/Self Employed,Parent,Never Married,5.05
2023-12-05,0,171,0,2,0,2023-12-06,Male,28,Diamond Harbour,INR 2 Lacs - 4 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.07
2023-12-06,0,1085,77,2,0,2023-12-07,Male,32,Bardhaman,INR 2 Lacs - 4 Lacs,Polytechnic,Business/Self Employed,Self,Never Married,5.08
2023-12-06,0,57,0,2,3,2024-01-01,Male,38,Murshidabad,INR 2 Lacs - 4 Lacs,B.Com,Business/Self Employed,Self,Never Married,5.05
2023-12-07,0,880,76,2,0,2023-12-07,Male,52,Kolkata,INR 4 Lacs - 6 Lacs,CA,Professional,Self,Never Married,5.07
2023-12-07,0,192,11,2,0,2023-12-08,Male,28,Kolkata,INR 12 Lacs - 15 Lacs,BBA,Business/Self Employed,Self,Never Married,5.05
2023-12-08,1,29,0,2,5,2023-12-08,Male,46,Kolkata,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.0
2023-12-10,0,498,77,2,0,2023-12-18,Male,43,Kolkata,INR 8 Lacs - 10 Lacs,B.Com,Salaried - Private,Sibling,Divorced,5.08
2023-12-10,0,1009,20,2,1,2024-01-10,Male,34,Kolkata,Upto INR 2 Lacs,B.A,Salaried - Private,Parent,Never Married,5.1
2023-12-10,0,575,26,2,1,2023-12-10,Male,38,Kolkata,INR 4 Lacs - 6 Lacs,B.A (Hons.),Business/Self Employed,Parent,Divorced,6.02
2023-12-10,0,802,100,2,1,2024-02-07,Male,30,Kolkata,INR 15 Lacs - 18 Lacs,MBA,Salaried - Private,Parent,Never Married,6.0
2023-12-10,0,102,11,2,0,2023-12-11,Male,34,Bhubaneswar,INR 4 Lacs - 6 Lacs,M.Tech,Salaried - Private,Parent,Never Married,5.09
2023-12-11,0,330,65,2,0,2024-01-16,Male,41,Howrah,INR 4 Lacs - 6 Lacs,MCA,Salaried - Government/PSU,Self,Never Married,6.0
2023-12-11,0,654,3,2,0,2023-12-14,Female,40,Kolkata,Upto INR 2 Lacs,M.A,Professional,Self,Divorced,5.03
2023-12-13,0,1100,37,2,2,2023-12-22,Female,29,Kolkata,INR 6 Lacs - 8 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.03
2023-12-13,0,1399,70,2,0,2023-12-14,Male,32,Asansol,INR 8 Lacs - 10 Lacs,PGDCA,Salaried - Private,Sibling,Never Married,5.02
2023-12-13,0,1324,118,2,0,2023-12-15,Female,26,Hugli-Chinsurah,Not Working,MBA,Not working,Parent,Never Married,5.0
2023-12-14,0,242,5,2,6,2023-12-16,Male,35,Howrah,INR 4 Lacs - 6 Lacs,MBA,Salaried - Private,Sibling,Never Married,6.02
2023-12-14,0,2699,9,2,0,2023-12-15,Male,33,Bengaluru,INR 18 Lacs - 20 Lacs,PGDM/PGDBM,Salaried - Private,Parent,Never Married,6.0
2023-12-14,0,125,2,2,1,2024-03-08,Male,33,Barasat,INR 18 Lacs - 20 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.08
2023-12-14,0,502,1,2,2,2024-01-15,Male,27,Kolkata,INR 6 Lacs - 8 Lacs,MBA,Salaried - Private,Parent,Never Married,5.07
2023-12-14,0,463,76,2,0,2023-12-21,Female,40,Kolkata,INR 4 Lacs - 6 Lacs,B.Com,Salaried - Private,Self,Never Married,5.03
2023-12-15,0,1632,38,2,0,2023-12-16,Male,31,Bally,INR 4 Lacs - 6 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.11
2023-12-17,0,2011,89,2,0,2023-12-19,Female,28,Kolkata,INR 8 Lacs - 10 Lacs,MD,Salaried - Government/PSU,Parent,Never Married,5.02
2023-12-18,0,2056,172,2,4,2023-12-21,Male,46,Khardah,Upto INR 2 Lacs,B.Com,Salaried - Private,Self,Divorced,5.1
2023-12-18,0,80,34,2,1,2023-12-19,Female,30,Bengaluru,INR 10 Lacs - 12 Lacs,B.A (Hons.),Salaried - Private,Self,Never Married,5.04
2023-12-19,0,769,95,2,1,2024-01-17,Male,36,Agartala,Upto INR 2 Lacs,Secondary School,Business/Self Employed,Self,Divorced,5.02
2023-12-21,0,3324,160,2,0,2024-02-08,Male,30,Bengaluru,INR 20 Lacs - 30 Lacs,MBA,Salaried - Private,Parent,Never Married,5.07
2023-12-21,0,252,35,2,1,2023-12-30,Female,29,Jamshedpur,INR 12 Lacs - 15 Lacs,MBA,Salaried - Private,Parent,Never Married,5.06
2023-12-21,1,210,19,2,0,2023-12-21,Female,35,Bangalore Rural,Upto INR 2 Lacs,BFT,Salaried - Private,Parent,Never Married,4.0
2023-12-22,0,841,12,2,1,2023-12-23,Male,35,Asansol,Upto INR 2 Lacs,Higher Secondary School,Professional,Self,Never Married,5.06
2023-12-24,0,538,5,2,1,2024-02-21,Male,34,Bongaon,INR 8 Lacs - 10 Lacs,B.A,Business/Self Employed,Self,Divorced,5.07
2023-12-24,0,1728,28,2,1,2023-12-24,Male,33,Hooghly,INR 15 Lacs - 18 Lacs,B.A (Hons.),Business/Self Employed,Parent,Never Married,5.06
2023-12-24,0,1199,7,2,0,2023-12-24,Male,26,New Barrackpore,INR 4 Lacs - 6 Lacs,MBA,Salaried - Private,Parent,Never Married,5.04
2023-12-24,0,481,46,2,0,2024-02-16,Male,31,Howrah,INR 2 Lacs - 4 Lacs,B.Sc (Hons.),Salaried - Private,Parent,Never Married,5.08
2023-12-24,0,1096,31,2,3,2023-12-27,Male,33,Kolkata,"USD 60,000 - 70,000",Post Doctorate,Professional,Parent,Never Married,6.02
2023-12-25,0,1004,126,2,2,2023-12-31,Male,35,Kolkata,INR 6 Lacs - 8 Lacs,B.Tech,Salaried - Government/PSU,Self,Never Married,5.11
2023-12-25,0,414,250,2,0,2023-12-29,Female,37,Durgapur,INR 8 Lacs - 10 Lacs,B.A (Hons.),Salaried - Private,Parent,Divorced,5.03
2023-12-26,0,1391,224,2,0,2023-12-29,Male,40,Howrah,INR 2 Lacs - 4 Lacs,Others in Diploma,Salaried - Private,Self,Awaiting Divorce,5.06
2023-12-27,0,371,10,2,0,2023-12-27,Female,30,Kolkata,INR 4 Lacs - 6 Lacs,M.A,Student,Parent,Never Married,5.04
2023-12-27,0,1038,250,2,1,2023-12-27,Male,39,Kolkata,INR 30 Lacs - 40 Lacs,Ph.D.,Salaried - Private,Self,Never Married,5.1
2023-12-27,0,1848,4,2,0,2023-12-27,Male,36,Barrackpore,INR 2 Lacs - 4 Lacs,B.A,Business/Self Employed,Self,Never Married,5.08
2023-12-27,0,1458,47,2,0,2023-12-28,Male,33,Delhi,INR 18 Lacs - 20 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.11
2023-12-28,0,983,105,2,3,2024-01-03,Male,31,Hyderabad,INR 8 Lacs - 10 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.07
2023-12-28,0,3230,34,2,2,2024-01-17,Male,31,North 24 Parganas,INR 6 Lacs - 8 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.09
2023-12-29,0,921,139,2,0,2023-12-31,Male,33,Asansol,INR 15 Lacs - 18 Lacs,M.Tech,Salaried - Government/PSU,Self,Never Married,5.07
2023-12-30,0,136,7,2,0,2023-12-30,Male,27,Majdia,INR 10 Lacs - 12 Lacs,B.Sc (Hons.),Business/Self Employed,Parent,Never Married,5.05
2023-12-30,0,1226,80,2,0,2023-12-30,Male,38,Paschim Medinipur,INR 2 Lacs - 4 Lacs,B.Com (Hons.),Salaried - Private,Sibling,Never Married,5.09
2023-12-30,0,9895,1125,2,0,2023-12-30,Male,59,Naharlagun,INR 15 Lacs - 18 Lacs,B.A,Salaried - Government/PSU,Self,Divorced,5.07
2023-12-30,0,1397,6,2,0,2023-12-31,Female,30,Haldia,INR 4 Lacs - 6 Lacs,M.Pharm,Salaried - Private,Parent,Divorced,5.04
2023-12-31,0,502,10,2,1,2024-01-02,Male,31,Barasat,INR 10 Lacs - 12 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.06
2024-01-02,0,571,18,2,3,2024-02-16,Male,29,Nadia,INR 2 Lacs - 4 Lacs,Secondary School,Business/Self Employed,Self,Never Married,5.05
2024-01-04,0,3647,291,2,0,2024-01-12,Male,31,West Virginia,"USD 55,000 - 60,000",Post Doctorate,Salaried - Private,Parent,Never Married,5.06
2024-01-06,0,805,32,2,0,2024-01-06,Male,29,Hugli-Chinsurah,INR 10 Lacs - 12 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.01
2024-01-06,0,764,145,2,0,2024-01-15,Female,26,Howrah,Not Working,M.A,Student,Parent,Never Married,5.03
2024-01-07,0,1035,199,2,0,2024-02-10,Male,32,Bengaluru,INR 12 Lacs - 15 Lacs,M.S.( Engg),Salaried - Private,Parent,Never Married,5.07
2024-01-07,0,302,7,2,2,2024-01-14,Male,33,West-Vlaanderen,INR 51 Lacs - 60 Lacs,Ph.D.,Professional,Self,Never Married,6.0
2024-01-07,0,439,32,2,3,2024-02-01,Male,34,Narit,Not Working,Others in Diploma,Not working,Self,Never Married,4.01
2024-01-07,0,786,45,2,0,2024-01-21,Male,38,Pune,INR 30 Lacs - 40 Lacs,B.Tech,Salaried - Private,Parent,Awaiting Divorce,5.06
2024-01-07,0,1350,5,2,0,2024-01-09,Male,29,Kolkata,INR 15 Lacs - 18 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.09
2024-01-08,0,1411,208,2,0,2024-01-08,Female,29,Kolkata,INR 20 Lacs - 30 Lacs,MBA,Salaried - Private,Parent,Never Married,5.04
2024-01-08,0,183,15,2,0,2024-01-09,Male,28,Hooghly,INR 6 Lacs - 8 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.07
2024-01-09,0,890,59,2,0,2024-01-09,Female,30,Jhargram,INR 4 Lacs - 6 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.03
2024-01-09,0,131,13,2,1,2024-02-28,Male,32,Kolkata,INR 4 Lacs - 6 Lacs,Diploma,Salaried - Private,Self,Never Married,5.11
2024-01-09,0,714,6,2,7,2024-01-10,Male,33,Hooghly,INR 2 Lacs - 4 Lacs,B.A (Hons.),Business/Self Employed,Self,Never Married,5.05
2024-01-10,0,974,75,2,1,2024-01-11,Male,29,Madhyamgram,INR 4 Lacs - 6 Lacs,B.Tech,Salaried - Private,Self,Never Married,5.05
2024-01-12,0,109,1,2,0,2024-01-12,Female,30,Barrackpore,INR 2 Lacs - 4 Lacs,B.Sc (Hons.),Salaried - Private,Parent,Never Married,5.01
2024-01-12,0,1365,375,2,0,2024-01-20,Male,28,Arambag,INR 41 Lacs - 50 Lacs,B.Tech,Business/Self Employed,Parent,Never Married,5.08
2024-01-14,0,2741,322,2,1,2024-01-15,Male,36,Silchar,INR 15 Lacs - 18 Lacs,Ph.D.,Salaried - Government/PSU,Sibling,Never Married,5.08
2024-01-15,0,1307,301,2,6,2024-01-22,Male,40,Mumbai,INR 4 Lacs - 6 Lacs,Higher Secondary School,Salaried - Private,Self,Never Married,5.08
2024-01-15,0,916,212,2,3,2024-03-16,Male,28,Barrackpur Cantonment,Upto INR 2 Lacs,B.Com,Salaried - Private,Self,Never Married,5.04
2024-01-15,0,277,19,2,1,2024-01-15,Male,31,Kalyani,INR 8 Lacs - 10 Lacs,B.Tech,Salaried - Government/PSU,Parent,Never Married,5.05
2024-01-17,0,2893,81,2,0,2024-01-21,Male,27,Kolkata,INR 6 Lacs - 8 Lacs,MPT,Salaried - Private,Self,Never Married,5.09
2024-01-17,0,112,20,2,0,2024-01-18,Male,26,Hooghly,INR 4 Lacs - 6 Lacs,B.A (Hons.),Business/Self Employed,Self,Never Married,5.11
2024-01-17,0,1269,110,2,0,2024-01-17,Male,27,Kolkata,INR 8 Lacs - 10 Lacs,B.Sc (Hons.),Business/Self Employed,Parent,Never Married,5.06
2024-01-18,0,1090,46,2,0,2024-01-22,Male,32,Kolkata,INR 6 Lacs - 8 Lacs,B.Com,Salaried - Private,Parent,Never Married,6.01
2024-01-19,0,1268,25,2,1,2024-01-29,Male,29,Greater London,INR 71 Lacs - 80 Lacs,Ph.D.,Salaried - Private,Parent,Never Married,5.08
2024-01-19,0,1316,15,2,0,2024-01-20,Male,30,Berhampore,INR 4 Lacs - 6 Lacs,Higher Secondary School,Business/Self Employed,Parent,Never Married,5.06
2024-01-20,0,1089,27,2,1,2024-01-21,Female,28,Kolkata,INR 8 Lacs - 10 Lacs,M.Pharm,Salaried - Private,Parent,Never Married,5.02
2024-01-22,1,361,1,2,0,2024-01-22,Male,39,Kolkata,INR 6 Lacs - 8 Lacs,B.A,Salaried - Private,Parent,Never Married,5.06
2024-01-22,0,294,2,2,3,2024-01-23,Male,35,West Medinipur,INR 2 Lacs - 4 Lacs,Secondary School,Salaried - Private,Self,Never Married,5.04
2024-01-23,0,533,8,2,0,2024-01-23,Female,38,Kolkata,INR 6 Lacs - 8 Lacs,Other Masters Degree in Management,Salaried - Government/PSU,Parent,Never Married,5.05
2024-01-23,0,3984,33,2,3,2024-01-25,Male,26,Kolkata,INR 4 Lacs - 6 Lacs,B.Tech,Salaried - Private,Parent,Never Married,5.06
